Year,Week Ending Date,Detail Record Count,Date Received from AKR,Date Loaded to Repository,FMP Area,FMP Subarea,Reporting Area Code,Gear Code,Trip Target Name,Species Group Name,Species Common Name,Retained/Discarded,Vessel Federal Permit,Vessel Name,Vessel Length,# Distinct Vessels,Conf Flag,Weight Posted (mt)
2013,1/19/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,1164,PATRICIA L,117,1,1,0.027482791
2013,1/19/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1164,PATRICIA L,117,1,1,0.049
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Retained,417,STARWARD,123,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Retained,417,STARWARD,123,1,1,0.024
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Octopus,"octopus, North Pacific",Discarded,411,DOMINATOR,124,1,1,0.003
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Octopus,"octopus, North Pacific",Discarded,1687,ALEUTIAN CHALLENGER,98,1,1,0.0013
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,"shark, other",Discarded,3988,DESTINATION,180,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, other",Discarded,3988,DESTINATION,180,1,1,0.000113398
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,543,ROYAL AMERICAN,105,1,1,0.00723453
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,1641,STORM PETREL,123,1,1,0.000788564
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,1913,ANITA J,130,1,1,0.008362389
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,2769,NORTHERN PATRIOT,165,1,1,0.011752521
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,2770,SOVEREIGNTY,165,1,1,0.013108633
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3002,NORTHWEST EXPLORER,162,1,1,0.003331693
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3010,PACIFIC EXPLORER,155,1,1,0.00974055
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3257,DEFENDER,200,1,1,0.020638916
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3388,ARCTIC EXPLORER,155,1,1,0.001629946
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3404,TRAVELER,109,1,1,0.003717805
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3396,ARCTIC FJORD,275,1,1,0.125
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3357,PACIFIC GLACIER,276,1,1,0.12673
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,4063,NORTHERN HAWK,341,1,1,0.075
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,519,PTR,Pollock - midwater,Shark,"shark, salmon",Discarded,3010,PACIFIC EXPLORER,155,1,1,0.00019393
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,3414,STARBOUND,300,1,1,0.00655
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,543,ROYAL AMERICAN,105,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,4194,PACIFIC PRINCE,149,1,1,0.000385554
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,543,ROYAL AMERICAN,105,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,1228,COLUMBIA,123,1,1,0.001
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,1687,ALEUTIAN CHALLENGER,98,1,1,0.00726
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,2770,SOVEREIGNTY,165,1,1,0.005
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,3357,PACIFIC GLACIER,276,1,1,0.00993
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Discarded,4194,PACIFIC PRINCE,149,1,1,0.002158757
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,"shark, spiny dogfish",Retained,1998,STARLITE,123,1,1,0.004
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, Alaskan",Retained,3870,ISLAND ENTERPRISE,312,1,1,0.4689
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, Alaskan",Retained,3794,ALASKA OCEAN,376,1,1,0.00211
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, Alaskan",Retained,3870,ISLAND ENTERPRISE,312,1,1,1.72172
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,421,PACIFIC FURY,110,1,1,0.37862
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,517,VESTERAALEN,124,1,1,0.38596
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,657,PACIFIC CHALLENGER,116,1,1,0.56753
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1641,STORM PETREL,123,1,1,0.029
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1667,OCEANIC,122,1,1,0.21864
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1687,ALEUTIAN CHALLENGER,98,1,1,0.83922
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1913,ANITA J,130,1,1,0.459
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3245,SEATTLE ENTERPRISE,270,1,1,2.55671
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3357,PACIFIC GLACIER,276,1,1,1.2139
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3396,ARCTIC FJORD,275,1,1,1.27989
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3414,STARBOUND,300,1,1,3.13355
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3671,KODIAK ENTERPRISE,275,1,1,0.5837
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,4063,NORTHERN HAWK,341,1,1,2.609
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,5946,MISTY DAWN,107,1,1,0.26984
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,543,ROYAL AMERICAN,105,1,1,0.284
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2769,NORTHERN PATRIOT,165,1,1,0.807
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2770,SOVEREIGNTY,165,1,1,1.174
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3002,NORTHWEST EXPLORER,162,1,1,0.206
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3010,PACIFIC EXPLORER,155,1,1,0.201
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3257,DEFENDER,200,1,1,0.2
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3388,ARCTIC EXPLORER,155,1,1,0.093
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3404,TRAVELER,109,1,1,0.131
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,509,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3870,ISLAND ENTERPRISE,312,1,1,0.018
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,236,ROYAL ATLANTIC,124,1,1,0.054
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3245,SEATTLE ENTERPRISE,270,1,1,0.1249
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3357,PACIFIC GLACIER,276,1,1,0.04333
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3396,ARCTIC FJORD,275,1,1,0.2606
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3414,STARBOUND,300,1,1,0.15947
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3794,ALASKA OCEAN,376,1,1,0.00714
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,134,WESTERN DAWN,113,1,1,0.044
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,411,DOMINATOR,124,1,1,0.51
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,417,STARWARD,123,1,1,0.014
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,425,ALASKAN DEFENDER,172,1,1,0.117
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,516,BERING ROSE,124,1,1,0.836
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,533,ARCTURUS,132,1,1,0.033
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,543,ROYAL AMERICAN,105,1,1,0.199
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1116,VIKING EXPLORER,124,1,1,0.009
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1292,GOLDEN DAWN,149,1,1,0.206
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1318,GLADIATOR,124,1,1,0.539
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1650,WESTWARD I,135,1,1,0.063
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1652,SEA WOLF,125,1,1,0.356
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1998,STARLITE,123,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2047,BERING DEFENDER,174,1,1,0.017
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2810,ARGOSY,124,1,1,0.008
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2811,ALSEA,124,1,1,0.011
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2888,AURORA,193,1,1,0.271
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2889,AURIGA,193,1,1,0.447
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3007,BRISTOL EXPLORER,180,1,1,0.004
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3257,DEFENDER,200,1,1,0.003
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3988,DESTINATION,180,1,1,0.43
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,4194,PACIFIC PRINCE,149,1,1,0.049
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,4620,CHELSEA K,150,1,1,0.046
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,236,ROYAL ATLANTIC,124,1,1,0.11
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,421,PACIFIC FURY,110,1,1,0.94087
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,512,PROGRESS,114,1,1,0.606
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,517,VESTERAALEN,124,1,1,0.36155
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,657,PACIFIC CHALLENGER,116,1,1,1.75598
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1641,STORM PETREL,123,1,1,0.257
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1667,OCEANIC,122,1,1,0.10106
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1687,ALEUTIAN CHALLENGER,98,1,1,2.84165
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,1913,ANITA J,130,1,1,0.976
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,2657,COMMODORE,133,1,1,1.023
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3245,SEATTLE ENTERPRISE,270,1,1,1.36852
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3357,PACIFIC GLACIER,276,1,1,0.56601
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3396,ARCTIC FJORD,275,1,1,1.42664
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3414,STARBOUND,300,1,1,1.81737
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3671,KODIAK ENTERPRISE,275,1,1,0.87055
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,3794,ALASKA OCEAN,376,1,1,5.22191
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,4063,NORTHERN HAWK,341,1,1,0.74188
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Discarded,5946,MISTY DAWN,107,1,1,0.10975
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,208,MORNING STAR,148,1,1,0.72
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,417,STARWARD,123,1,1,0.835
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,425,ALASKAN DEFENDER,172,1,1,0.117
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,511,GREAT PACIFIC,124,1,1,0.403
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,512,PROGRESS,114,1,1,0.242
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,515,ALASKA ROSE,124,1,1,0.554
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,516,BERING ROSE,124,1,1,0.293
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,543,ROYAL AMERICAN,105,1,1,0.27
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1094,NORDIC FURY,110,1,1,0.316
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1222,VIKING,144,1,1,1.219
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1228,COLUMBIA,123,1,1,0.65
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1650,WESTWARD I,135,1,1,1.426
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1652,SEA WOLF,125,1,1,0.531
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,1998,STARLITE,123,1,1,0.942
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2047,BERING DEFENDER,174,1,1,0.051
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2769,NORTHERN PATRIOT,165,1,1,0.202
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2770,SOVEREIGNTY,165,1,1,1.809
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2810,ARGOSY,124,1,1,1.193
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2811,ALSEA,124,1,1,0.109
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2888,AURORA,193,1,1,0.02
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,2889,AURIGA,193,1,1,0.024
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3002,NORTHWEST EXPLORER,162,1,1,0.382
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3007,BRISTOL EXPLORER,180,1,1,0.63
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3257,DEFENDER,200,1,1,0.165
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3388,ARCTIC EXPLORER,155,1,1,0.219
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3404,TRAVELER,109,1,1,0.397
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3870,ISLAND ENTERPRISE,312,1,1,0.00282
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3988,DESTINATION,180,1,1,0.023
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,4194,PACIFIC PRINCE,149,1,1,0.239
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,4620,CHELSEA K,150,1,1,0.019
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,519,PTR,Pollock - midwater,BSAI Skate,"skate, other",Retained,3010,PACIFIC EXPLORER,155,1,1,0.067
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Squid,"squid, majestic",Retained,1998,STARLITE,123,1,1,0.000163293
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Squid,"squid, majestic",Discarded,2657,COMMODORE,133,1,1,0.002
2013,1/26/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Squid,"squid, majestic",Retained,1998,STARLITE,123,1,1,0.001
2013,2/2/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,513,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,2769,NORTHERN PATRIOT,165,1,1,0.002
2013,2/2/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,208,MORNING STAR,148,1,1,0.001397552
2013,2/2/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,236,ROYAL ATLANTIC,124,1,1,0.000465662
2013,2/2/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,417,STARWARD,123,1,1,0.000496394
2013,2/2/13,1,10/1/17 22:25,10/5/17 16:38,BSAI,BS,517,PTR,Pollock - midwater,Shark,Pacific sleeper shark,Discarded,512,PROGRESS,114,1,1,0.000308136
